Date,Open,High,Low,Close,Adj Close,Volume
2021-10-04,83.739998,83.900002,81.535004,81.839996,81.839996,993800
2021-10-05,82.010002,83.769997,81.410004,81.449997,81.449997,676800
2021-10-06,80.250000,81.430000,79.945000,80.070000,80.070000,689600
2021-10-07,80.529999,81.220001,78.699997,79.709999,79.709999,839400
2021-10-08,79.790001,79.989998,78.589996,79.320000,79.320000,477600
2021-10-11,79.209999,80.900002,79.209999,79.610001,79.610001,404400
2021-10-12,79.440002,80.959999,79.357002,80.250000,80.250000,389200
2021-10-13,80.089996,80.089996,78.430000,79.320000,79.320000,490000
2021-10-14,80.019997,82.510002,79.980003,82.129997,82.129997,578400
2021-10-15,83.139999,83.459999,80.790001,81.029999,81.029999,421200
2021-10-18,81.019997,81.019997,79.213997,80.809998,80.809998,629000
2021-10-19,81.260002,81.629997,80.559998,81.150002,81.150002,432400
2021-10-20,80.889999,80.889999,76.910004,77.099998,77.099998,1443800
2021-10-21,77.000000,79.910004,77.000000,79.449997,79.449997,657700
2021-10-22,79.250000,79.750000,78.500000,79.000000,79.000000,556300
2021-10-25,79.589996,79.680000,78.430000,79.000000,79.000000,447000
2021-10-26,79.570000,80.239998,79.050003,80.080002,80.080002,423400
2021-10-27,80.370003,80.480003,78.559998,79.760002,79.760002,442000
2021-10-28,79.739998,80.480003,79.040001,79.120003,79.120003,457600
2021-10-29,78.360001,79.570000,78.360001,79.550003,79.550003,468400
2021-11-01,80.099998,83.150002,79.900002,82.879997,82.879997,718900
2021-11-02,83.000000,84.000000,81.750000,82.470001,82.470001,1051800
2021-11-03,82.190002,83.760002,81.900002,82.610001,82.610001,1163500
2021-11-04,91.269997,94.300003,87.500000,92.250000,92.250000,4232400
2021-11-05,97.989998,99.599998,95.000000,95.730003,95.730003,2633900
2021-11-08,96.379997,96.639999,95.360001,95.910004,95.910004,1116400
2021-11-09,95.889999,96.870003,94.209999,94.510002,94.510002,986200
2021-11-10,94.199997,95.235001,90.940002,91.400002,91.400002,806300
2021-11-11,91.089996,91.629997,89.129997,90.410004,90.410004,670900
2021-11-12,90.680000,92.574997,90.029999,92.279999,92.279999,1152100
2021-11-15,92.989998,93.639999,91.290001,92.269997,92.269997,1228200
2021-11-16,92.529999,93.760002,91.500000,92.000000,92.000000,812200
2021-11-17,91.410004,92.089996,90.709999,91.800003,91.800003,709500
2021-11-18,92.239998,92.529999,89.389999,91.029999,91.029999,649500
2021-11-19,89.419998,90.995003,88.220001,90.040001,90.040001,1102800
2021-11-22,91.010002,91.370003,87.919998,88.989998,88.989998,984500
